Date,Batch Locations,Gravity,pH,Temperature,ABV,Planned Start Date,Product,Batch,Original Gravity,OG Date
03/08/2024 ,,4.6000,4.4700,69.0000,0.0701,03/04/2024 07:00 AM,Coastal Storm,COS 24027,17.43,03/04/2024 12:00 PM
03/08/2024 ,,4.1000,4.5000,68.0000,0.0574,03/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24028,14.72,03/05/2024 12:00 PM
03/08/2024 ,,4.9000,4.4000,67.0000,0.00,03/08/2024 07:00 AM,NA IPA,NA Trial 24030,4.90,03/08/2024 12:00 PM
03/07/2024 ,,4.8000,4.4700,0.0000,0.069,03/04/2024 07:00 AM,Coastal Storm,COS 24027,17.43,03/04/2024 12:00 PM
03/07/2024 ,,2.8000,4.2300,0.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
03/07/2024 ,,8.1000,4.4900,0.0000,0.0363,03/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24028,14.72,03/05/2024 12:00 PM
03/07/2024 ,,2.1700,0.0000,0.0000,0.0672,02/22/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023.3,14.28,02/22/2024 12:00 PM
03/07/2024 ,,14.2800,0.0000,0.0000,0.00,02/22/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023.3,14.28,02/22/2024 12:00 PM
03/06/2024 ,,14.2800,0.0000,0.0000,0.00,02/22/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023.2,14.28,02/22/2024 12:00 PM
03/06/2024 ,,2.1700,0.0000,0.0000,0.0672,02/22/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023.2,14.28,02/22/2024 12:00 PM
03/06/2024 ,,2.1700,0.0000,0.0000,0.0672,02/22/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023.1,14.28,02/22/2024 12:00 PM
03/06/2024 ,,14.2800,0.0000,0.0000,0.00,02/22/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023.1,14.28,02/22/2024 12:00 PM
03/06/2024 ,,2.0100,4.5100,0.0000,0.0676,02/26/2024 07:00 AM,Stowaway IPA 2.0,IPA 24025,14.60,02/26/2024 12:00 PM
03/06/2024 ,,2.5100,0.0000,0.0000,0.0494,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper).1,11.79,02/08/2024 12:00 PM
03/06/2024 ,,11.7900,0.0000,0.0000,0.00,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper).1,11.79,02/08/2024 12:00 PM
03/06/2024 ,,2.6000,4.1900,55.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
03/06/2024 ,,8.5000,4.3700,68.5000,0.0495,03/04/2024 07:00 AM,Coastal Storm,COS 24027,17.43,03/04/2024 12:00 PM
03/05/2024 ,,11.2000,4.6500,68.0000,0.0348,03/04/2024 07:00 AM,Coastal Storm,COS 24027,17.43,03/04/2024 12:00 PM
03/05/2024 ,,2.6000,4.1800,55.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
03/05/2024 ,,2.7000,4.8100,66.0000,0.0641,02/26/2024 07:00 AM,Stowaway IPA 2.0,IPA 24025,14.60,02/26/2024 12:00 PM
03/05/2024 ,,2.2100,0.0000,0.0000,0.00,12/14/2023 07:00 AM,Staycationland,STAY 23150.4,0.00,12/14/2023 12:00 PM
03/05/2024 ,,0.0000,0.0000,0.0000,0.00,12/14/2023 07:00 AM,Staycationland,STAY 23150.4,0.00,12/14/2023 12:00 PM
03/04/2024 ,,2.2100,0.0000,0.0000,0.00,12/14/2023 07:00 AM,Staycationland,STAY 23150.3,0.00,12/14/2023 12:00 PM
03/04/2024 ,,0.0000,0.0000,0.0000,0.00,12/14/2023 07:00 AM,Staycationland,STAY 23150.3,0.00,12/14/2023 12:00 PM
03/04/2024 ,,2.8000,4.4900,66.0000,0.0635,02/26/2024 07:00 AM,Stowaway IPA 2.0,IPA 24025,14.60,02/26/2024 12:00 PM
03/04/2024 ,,3.3000,3.9800,56.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
03/04/2024 ,,1.3200,0.0000,0.0000,0.0534,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020.1,11.40,02/15/2024 12:00 PM
03/04/2024 ,,11.4000,0.0000,0.0000,0.00,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020.1,11.40,02/15/2024 12:00 PM
03/03/2024 ,,3.3000,3.8900,54.6000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
03/03/2024 ,,2.8000,4.4100,66.8000,0.0635,02/26/2024 07:00 AM,Stowaway IPA 2.0,IPA 24025,14.60,02/26/2024 12:00 PM
03/03/2024 ,,2.3200,0.0000,0.0000,0.0398,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016.1,9.65,02/07/2024 12:00 PM
03/03/2024 ,,9.6500,0.0000,0.0000,0.00,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016.1,9.65,02/07/2024 12:00 PM
03/01/2024 ,,7.6000,4.2200,55.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
02/29/2024 ,,2.1700,4.5600,0.0000,0.0672,02/21/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023,14.28,02/21/2024 12:00 PM
02/29/2024 ,,4.5000,0.0000,0.0000,0.00,02/29/2024 07:00 AM,NA IPA,NA Grain Trial,4.50,02/29/2024 12:00 PM
02/29/2024 ,,2.0700,0.0000,0.0000,0.0668,02/14/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018.3,14.52,02/14/2024 12:00 PM
02/29/2024 ,,14.5200,0.0000,0.0000,0.00,02/14/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018.3,14.52,02/14/2024 12:00 PM
02/29/2024 ,,2.0000,3.9400,68.0000,0.0417,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/29/2024 ,,1.9000,3.9400,68.0000,0.0417,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/29/2024 ,,2.9000,4.4600,63.0000,0.0635,02/21/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023,14.28,02/21/2024 12:00 PM
02/29/2024 ,,4.5000,4.2600,67.0000,0.0546,02/26/2024 07:00 AM,Stowaway IPA 2.0,IPA 24025,14.60,02/26/2024 12:00 PM
02/28/2024 ,,9.6000,0.0000,0.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
02/28/2024 ,,2.0700,0.0000,0.0000,0.0668,02/14/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018.2,14.52,02/14/2024 12:00 PM
02/28/2024 ,,14.5200,0.0000,0.0000,0.00,02/14/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018.2,14.52,02/14/2024 12:00 PM
02/28/2024 ,,2.0700,0.0000,0.0000,0.0668,02/14/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018.1,14.52,02/14/2024 12:00 PM
02/28/2024 ,,14.5200,0.0000,0.0000,0.00,02/14/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018.1,14.52,02/14/2024 12:00 PM
02/28/2024 ,,9.8000,0.0000,0.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
02/28/2024 ,,9.6000,0.0000,0.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
02/28/2024 ,,9.9000,0.0000,0.0000,0.00,02/28/2024 07:00 AM,Logger Road Lager,LRL 24026,9.90,02/28/2024 12:00 PM
02/28/2024 ,,2.1000,3.9500,69.6000,0.0406,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/28/2024 ,,2.1000,3.9400,70.2000,0.0406,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/28/2024 ,,2.9000,4.5700,65.0000,0.0635,02/21/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023,14.28,02/21/2024 12:00 PM
02/27/2024 ,,3.1000,4.5000,0.0000,0.0569,02/20/2024 07:00 AM,Coastal Haze,COHZ 24022,13.60,02/20/2024 12:00 PM
02/27/2024 ,,2.1000,4.0500,69.0000,0.0406,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/27/2024 ,,2.1000,4.1300,69.0000,0.0406,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/27/2024 ,,3.1000,4.6200,66.5000,0.0625,02/21/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023,14.28,02/21/2024 12:00 PM
02/26/2024 ,,2.2000,4.0000,67.0000,0.0401,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/26/2024 ,,2.1000,4.0100,67.9000,0.0401,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/26/2024 ,,3.5000,4.6200,65.0000,0.0601,02/21/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023,14.28,02/21/2024 12:00 PM
02/26/2024 ,,3.0000,4.4300,67.3000,0.0569,02/20/2024 07:00 AM,Coastal Haze,COHZ 24022,13.60,02/20/2024 12:00 PM
02/25/2024 ,,2.1000,4.0100,67.6000,0.0401,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/25/2024 ,,2.2000,4.0300,69.5000,0.0396,02/22/2024 07:00 AM,Baxter Blueberry,BLU 24024,9.70,02/22/2024 12:00 PM
02/25/2024 ,,3.3100,0.0000,0.0000,0.0545,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial.1,13.45,02/07/2024 12:00 PM
02/25/2024 ,,13.4500,0.0000,0.0000,0.00,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial.1,13.45,02/07/2024 12:00 PM
02/25/2024 ,,3.1000,4.5900,66.4000,0.0601,02/21/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023,14.28,02/21/2024 12:00 PM
02/25/2024 ,,3.1000,4.4000,68.8000,0.0563,02/20/2024 07:00 AM,Coastal Haze,COHZ 24022,13.60,02/20/2024 12:00 PM
02/25/2024 ,,0.0000,3.1900,71.8000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/23/2024 ,,3.4000,4.3800,72.0000,0.0548,02/20/2024 07:00 AM,Coastal Haze,COHZ 24022,13.60,02/20/2024 12:00 PM
02/23/2024 ,,6.9000,4.4700,67.0000,0.0402,02/21/2024 07:00 AM,Stowaway IPA 2.0,IPA 24023,14.28,02/21/2024 12:00 PM
02/23/2024 ,,4.2000,4.6000,67.0000,0.0738,02/15/2024 07:00 AM,Phantom Punch (7),PHP 24021 For BBLs,17.50,02/15/2024 12:00 PM
02/23/2024 ,,0.9000,3.1600,69.0000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/22/2024 ,,2.2300,0.0000,0.0000,0.063,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013.1,14.00,02/06/2024 12:00 PM
02/22/2024 ,,14.0000,0.0000,0.0000,0.00,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013.1,14.00,02/06/2024 12:00 PM
02/22/2024 ,,2.5100,4.4400,0.0000,0.0494,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/22/2024 ,,1.3200,4.5200,0.0000,0.0534,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020,11.40,02/15/2024 12:00 PM
02/22/2024 ,,3.9000,4.3000,71.0000,0.0521,02/20/2024 07:00 AM,Coastal Haze,COHZ 24022,13.60,02/20/2024 12:00 PM
02/22/2024 ,,2.8000,4.6200,50.0000,0.0631,02/13/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018,14.52,02/13/2024 12:00 PM
02/22/2024 ,,4.5000,4.7100,65.0000,0.0722,02/15/2024 07:00 AM,Phantom Punch (7),PHP 24021 For BBLs,17.50,02/15/2024 12:00 PM
02/22/2024 ,,1.6000,3.1800,70.0000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/22/2024 ,,2.1000,2.5300,62.0000,0.0494,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020,11.40,02/15/2024 12:00 PM
02/21/2024 ,,1.9000,0.0000,0.0000,0.0671,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012.2,14.41,02/05/2024 12:00 PM
02/21/2024 ,,14.4100,0.0000,0.0000,0.00,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012.2,14.41,02/05/2024 12:00 PM
02/21/2024 ,,1.9000,0.0000,0.0000,0.0671,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012.1,14.41,02/05/2024 12:00 PM
02/21/2024 ,,14.4100,0.0000,0.0000,0.00,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012.1,14.41,02/05/2024 12:00 PM
02/21/2024 ,,1.9000,3.2100,68.0000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/21/2024 ,,3.0000,4.4400,58.6000,0.0469,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/21/2024 ,,4.3000,4.7000,67.0000,0.0722,02/15/2024 07:00 AM,Phantom Punch (7),PHP 24021 For BBLs,17.50,02/15/2024 12:00 PM
02/21/2024 ,,2.1000,4.5400,68.0000,0.0494,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020,11.40,02/15/2024 12:00 PM
02/21/2024 ,,6.7000,4.4500,71.8000,0.0375,02/20/2024 07:00 AM,Coastal Haze,COHZ 24022,13.60,02/20/2024 12:00 PM
02/21/2024 ,,4.1900,0.0000,0.0000,0.0569,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair.1,14.70,02/06/2024 12:00 PM
02/21/2024 ,,14.7000,0.0000,0.0000,0.00,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair.1,14.70,02/06/2024 12:00 PM
02/21/2024 ,,2.0700,4.6100,0.0000,0.0668,02/13/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018,14.52,02/13/2024 12:00 PM
02/20/2024 ,,2.3200,4.3600,0.0000,0.0398,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/20/2024 ,,2.8000,4.3000,57.0000,0.0373,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/20/2024 ,,3.1000,4.3600,58.0000,0.0464,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/20/2024 ,,2.9000,4.6300,65.0000,0.0626,02/13/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018,14.52,02/13/2024 12:00 PM
02/20/2024 ,,4.5000,4.6100,67.0000,0.0711,02/15/2024 07:00 AM,Phantom Punch (7),PHP 24021 For BBLs,17.50,02/15/2024 12:00 PM
02/20/2024 ,,2.7000,3.1500,68.0000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/20/2024 ,,2.1000,4.4600,68.0000,0.0494,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020,11.40,02/15/2024 12:00 PM
02/19/2024 ,,3.3000,3.1000,70.0000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/19/2024 ,,4.9000,4.5000,66.0000,0.069,02/15/2024 07:00 AM,Phantom Punch (7),PHP 24021 For BBLs,17.50,02/15/2024 12:00 PM
02/19/2024 ,,2.8000,4.3000,58.0000,0.0373,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/19/2024 ,,3.2000,4.6000,69.0000,0.061,02/13/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018,14.52,02/13/2024 12:00 PM
02/19/2024 ,,3.1000,4.3300,57.0000,0.0464,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/19/2024 ,,2.2000,4.4400,68.0000,0.0489,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020,11.40,02/15/2024 12:00 PM
02/16/2024 ,,6.1000,3.1500,69.0000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/16/2024 ,,9.8000,4.8500,68.7000,0.0088,02/15/2024 07:00 AM,Baxter Pale Ale,BPA 24020,11.40,02/15/2024 12:00 PM
02/16/2024 ,,4.2000,4.3500,59.8000,0.0406,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/16/2024 ,,3.0000,4.2700,61.3000,0.0363,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/16/2024 ,,3.5000,4.4800,67.5000,0.0595,02/13/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018,14.52,02/13/2024 12:00 PM
02/15/2024 ,,17.5000,0.0000,0.0000,0.00,02/15/2024 07:00 AM,Phantom Punch (7),PHP 24021 For BBLs,17.50,02/15/2024 12:00 PM
02/15/2024 ,,3.9000,4.5500,68.0000,0.0574,02/13/2024 07:00 AM,Stowaway IPA 2.0,IPA 24018,14.52,02/13/2024 12:00 PM
02/15/2024 ,,3.3100,4.4900,0.0000,0.0545,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial,13.45,02/07/2024 12:00 PM
02/15/2024 ,,7.4000,3.3000,70.0000,0.00,02/13/2024 07:00 AM,BBC Seltzer Base (7),BBC Seltz 24019 (Bubble Juice),0.00,02/13/2024 12:00 PM
02/15/2024 ,,2.8000,4.3200,58.2000,0.0363,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/15/2024 ,,5.6000,4.3500,66.8000,0.0333,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/15/2024 ,,13.5000,0.0000,0.0000,0.00,01/26/2024 07:00 AM,Plum and Pepper IPA (7),PLM 24009.1 (Plum Habanero),13.50,01/26/2024 12:00 PM
02/15/2024 ,,2.4000,0.0000,0.0000,0.0599,01/26/2024 07:00 AM,Plum and Pepper IPA (7),PLM 24009.1 (Plum Habanero),13.50,01/26/2024 12:00 PM
02/15/2024 ,,2.0100,0.0000,0.0000,0.00,01/31/2024 07:00 AM,Jalapeno IPA (7),PHAB 24011 (Peach hab) 15 bbl.1,0.00,01/31/2024 12:00 PM
02/15/2024 ,,0.0000,0.0000,0.0000,0.00,01/31/2024 07:00 AM,Jalapeno IPA (7),PHAB 24011 (Peach hab) 15 bbl.1,0.00,01/31/2024 12:00 PM
02/14/2024 ,,1.9000,4.6800,0.0000,0.0671,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012,14.41,02/05/2024 12:00 PM
02/14/2024 ,,2.2300,4.3300,0.0000,0.063,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013,14.00,02/06/2024 12:00 PM
02/14/2024 ,,6.8000,4.4800,59.4000,0.027,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/14/2024 ,,3.4000,4.4600,69.8000,0.054,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial,13.45,02/07/2024 12:00 PM
02/14/2024 ,,3.3000,3.9800,60.6000,0.0337,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/13/2024 ,,2.0600,0.0000,0.0000,0.0694,01/29/2024 07:00 AM,Stowaway IPA 2.0,IPA 24010.2,14.56,01/29/2024 12:00 PM
02/13/2024 ,,14.5600,0.0000,0.0000,0.00,01/29/2024 07:00 AM,Stowaway IPA 2.0,IPA 24010.2,14.56,01/29/2024 12:00 PM
02/13/2024 ,,2.0600,0.0000,0.0000,0.0694,01/29/2024 07:00 AM,Stowaway IPA 2.0,IPA 24010.1,14.56,01/29/2024 12:00 PM
02/13/2024 ,,14.5600,0.0000,0.0000,0.00,01/29/2024 07:00 AM,Stowaway IPA 2.0,IPA 24010.1,14.56,01/29/2024 12:00 PM
02/13/2024 ,,7.8000,4.6000,56.1000,0.0216,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/13/2024 ,,3.4000,4.4800,70.1000,0.054,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial,13.45,02/07/2024 12:00 PM
02/13/2024 ,,4.9000,4.2800,60.7000,0.0253,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/12/2024 ,,4.1900,4.5100,0.0000,0.0569,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair,14.70,02/06/2024 12:00 PM
02/12/2024 ,,4.0000,0.0000,0.0000,0.0719,01/24/2024 07:00 AM,Coastal Storm,COS 24008.1,17.00,01/24/2024 12:00 PM
02/12/2024 ,,17.0000,0.0000,0.0000,0.00,01/24/2024 07:00 AM,Coastal Storm,COS 24008.1,17.00,01/24/2024 12:00 PM
02/12/2024 ,,9.1000,4.6500,57.6000,0.0147,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/12/2024 ,,3.6000,4.4700,69.8000,0.0529,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial,13.45,02/07/2024 12:00 PM
02/12/2024 ,,7.0000,4.3600,60.0000,0.0143,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/12/2024 ,,6.6900,0.0000,0.0000,0.0482,01/19/2024 07:00 AM,Holy Mole Stout (7bbl),HMS 24007 (holy mole stout) .1,14.70,01/19/2024 12:00 PM
02/12/2024 ,,14.7000,0.0000,0.0000,0.00,01/19/2024 07:00 AM,Holy Mole Stout (7bbl),HMS 24007 (holy mole stout) .1,14.70,01/19/2024 12:00 PM
02/11/2024 ,,2.5000,4.1400,69.4000,0.0616,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013,14.00,02/06/2024 12:00 PM
02/11/2024 ,,4.6000,4.4100,69.5000,0.0546,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair,14.70,02/06/2024 12:00 PM
02/11/2024 ,,2.3000,4.6400,65.2000,0.065,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012,14.41,02/05/2024 12:00 PM
02/11/2024 ,,3.6000,4.2800,70.5000,0.0529,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial,13.45,02/07/2024 12:00 PM
02/11/2024 ,,8.2000,4.4500,56.2000,0.0079,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/11/2024 ,,10.3000,4.5500,52.6000,0.0081,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/09/2024 ,,2.5000,4.5200,69.0000,0.0639,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012,14.41,02/05/2024 12:00 PM
02/09/2024 ,,3.2000,4.2200,70.0000,0.058,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013,14.00,02/06/2024 12:00 PM
02/09/2024 ,,4.6000,4.2200,69.0000,0.0546,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair,14.70,02/06/2024 12:00 PM
02/09/2024 ,,12.1000,5.0100,52.0000,0.00,02/08/2024 07:00 AM,Summit Sipper,SS 24017 (Summit Sipper),11.79,02/08/2024 12:00 PM
02/09/2024 ,,9.4000,4.9000,57.0000,0.0013,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/09/2024 ,,8.4000,4.2300,67.8000,0.0276,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial,13.45,02/07/2024 12:00 PM
02/08/2024 ,,9.7000,4.9800,59.3000,0.00,02/07/2024 07:00 AM,Logger Road Lager,LRL 24016,9.65,02/07/2024 12:00 PM
02/08/2024 ,,12.0000,4.6700,70.8000,0.008,02/07/2024 07:00 AM,Coastal Haze,COHZ 2.0 24015 - FLK Oat trial,13.45,02/07/2024 12:00 PM
02/08/2024 ,,3.3000,4.1200,71.0000,0.0575,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013,14.00,02/06/2024 12:00 PM
02/08/2024 ,,4.9000,4.1600,70.2000,0.0531,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair,14.70,02/06/2024 12:00 PM
02/08/2024 ,,3.2000,4.4200,68.7000,0.0604,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012,14.41,02/05/2024 12:00 PM
02/07/2024 ,,1.3300,0.0000,0.0000,0.0806,01/18/2024 07:00 AM,Wicked West Coast DIPA (7),BWC 24006 (Wicked West Coast).1,16.30,01/18/2024 12:00 PM
02/07/2024 ,,16.3000,0.0000,0.0000,0.00,01/18/2024 07:00 AM,Wicked West Coast DIPA (7),BWC 24006 (Wicked West Coast).1,16.30,01/18/2024 12:00 PM
02/07/2024 ,,2.0100,4.2800,0.0000,0.00,01/31/2024 07:00 AM,Jalapeno IPA (7),PHAB 24011 (Peach hab) 15 bbl,13.30,01/31/2024 12:00 PM
02/07/2024 ,,9.1000,4.3500,71.0000,0.0269,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013,14.00,02/06/2024 12:00 PM
02/07/2024 ,,11.7000,4.6700,69.8000,0.0166,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair,14.70,02/06/2024 12:00 PM
02/07/2024 ,,7.0000,4.4200,68.5000,0.0405,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012,14.41,02/05/2024 12:00 PM
02/06/2024 ,,14.7000,0.0000,0.0000,0.00,02/06/2024 07:00 AM,Last Chair (7),LCH 24014 Last Chair,14.70,02/06/2024 12:00 PM
02/06/2024 ,,2.4000,4.0700,69.0000,0.00,01/31/2024 07:00 AM,Jalapeno IPA (7),PHAB 24011 (Peach hab) 15 bbl,13.30,01/31/2024 12:00 PM
02/06/2024 ,,12.5000,4.5600,69.0000,0.0106,02/05/2024 07:00 AM,Stowaway IPA 2.0,IPA 24012,14.41,02/05/2024 12:00 PM
02/06/2024 ,,2.0600,4.6400,0.0000,0.0694,01/29/2024 07:00 AM,Stowaway IPA 2.0,IPA 24010,14.56,01/29/2024 12:00 PM
02/06/2024 ,,14.0000,5.0000,69.0000,0.00,02/06/2024 07:00 AM,Next Level Maneuver (7),NLM 24013,14.00,02/06/2024 12:00 PM
