Date,Batch Locations,Gravity,pH,Temperature,ABV,Planned Start Date,Product,Batch,Original Gravity,OG Date
09/12/2023 ,,2.4000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
09/12/2023 ,,4.0000,0.0000,0.0000,0.0755,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
09/12/2023 ,,1.2000,4.2200,0.0000,0.0441,09/05/2023 08:00 AM,Baxter Blueberry,BLU 23110,9.40,09/05/2023 12:00 PM
09/12/2023 ,,9.6000,0.0000,0.0000,0.00,09/12/2023 08:00 AM,Logger Road Lager,LRL 23113,9.60,09/12/2023 12:00 PM
09/12/2023 ,,3.3000,4.5500,73.5000,0.063,09/05/2023 08:00 AM,Firestack,FIR 23111,14.60,09/05/2023 12:00 PM
09/12/2023 ,,2.3000,4.5600,73.4000,0.0652,09/06/2023 08:00 AM,Stowaway IPA 2.0,IPA 23112,14.25,09/06/2023 12:00 PM
09/12/2023 ,,1.8400,0.0000,0.0000,0.0711,08/22/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102.1,14.39,08/22/2023 12:00 PM
09/12/2023 ,,14.3900,0.0000,0.0000,0.00,08/22/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102.1,14.39,08/22/2023 12:00 PM
09/11/2023 ,,2.7300,4.3000,0.0000,0.0482,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/11/2023 ,,3.2000,4.3800,64.0000,0.0459,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/11/2023 ,,2.8000,4.5900,72.2000,0.0626,09/06/2023 08:00 AM,Stowaway IPA 2.0,IPA 23112,14.25,09/06/2023 12:00 PM
09/11/2023 ,,3.2000,4.5200,72.4000,0.063,09/05/2023 08:00 AM,Firestack,FIR 23111,14.60,09/05/2023 12:00 PM
09/11/2023 ,,1.5000,4.1300,70.3000,0.0427,09/05/2023 08:00 AM,Baxter Blueberry,BLU 23110,9.40,09/05/2023 12:00 PM
09/10/2023 ,,2.6000,4.5900,70.5000,0.0626,09/06/2023 08:00 AM,Stowaway IPA 2.0,IPA 23112,14.25,09/06/2023 12:00 PM
09/10/2023 ,,2.9000,4.5200,70.4000,0.063,09/05/2023 08:00 AM,Firestack,FIR 23111,14.60,09/05/2023 12:00 PM
09/10/2023 ,,1.3000,4.2400,68.2000,0.0427,09/05/2023 08:00 AM,Baxter Blueberry,BLU 23110,9.40,09/05/2023 12:00 PM
09/08/2023 ,,-0.2600,3.5100,0.0000,0.0549,08/31/2023 08:00 AM,BBC Seltzer Base (7),BBC Seltz 23109,10.20,08/31/2023 12:00 PM
09/08/2023 ,,2.2000,4.6100,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
09/08/2023 ,,3.5000,4.4000,58.9000,0.0443,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/08/2023 ,,9.0000,4.6600,69.7000,0.0288,09/06/2023 08:00 AM,Stowaway IPA 2.0,IPA 23112,14.25,09/06/2023 12:00 PM
09/08/2023 ,,4.3000,4.5000,70.7000,0.0557,09/05/2023 08:00 AM,Firestack,FIR 23111,14.60,09/05/2023 12:00 PM
09/08/2023 ,,1.8000,4.2300,70.5000,0.0401,09/05/2023 08:00 AM,Baxter Blueberry,BLU 23110,9.40,09/05/2023 12:00 PM
09/07/2023 ,,3.7000,4.3600,56.0000,0.0432,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/07/2023 ,,1.7200,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.4,0.00,07/20/2023 12:00 PM
09/07/2023 ,,0.0000,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.4,0.00,07/20/2023 12:00 PM
09/07/2023 ,,0.4000,3.5700,72.1000,0.0516,08/31/2023 08:00 AM,BBC Seltzer Base (7),BBC Seltz 23109,10.20,08/31/2023 12:00 PM
09/07/2023 ,,6.6000,4.5400,72.1000,0.0436,09/05/2023 08:00 AM,Firestack,FIR 23111,14.60,09/05/2023 12:00 PM
09/07/2023 ,,2.1000,4.2000,71.2000,0.0385,09/05/2023 08:00 AM,Baxter Blueberry,BLU 23110,9.40,09/05/2023 12:00 PM
09/07/2023 ,,2.4000,4.5300,76.5000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
09/07/2023 ,,1.7200,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.3,0.00,07/20/2023 12:00 PM
09/07/2023 ,,0.0000,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.3,0.00,07/20/2023 12:00 PM
09/06/2023 ,,1.3000,3.4400,74.1000,0.047,08/31/2023 08:00 AM,BBC Seltzer Base (7),BBC Seltz 23109,10.20,08/31/2023 12:00 PM
09/06/2023 ,,4.9000,4.3800,54.3000,0.0369,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/06/2023 ,,2.3800,0.0000,0.0000,0.0667,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.4,14.59,08/17/2023 12:00 PM
09/06/2023 ,,14.5900,0.0000,0.0000,0.00,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.4,14.59,08/17/2023 12:00 PM
09/06/2023 ,,2.5000,4.4500,75.7000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
09/05/2023 ,,2.3800,0.0000,0.0000,0.0667,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.3,14.59,08/17/2023 12:00 PM
09/05/2023 ,,14.5900,0.0000,0.0000,0.00,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.3,14.59,08/17/2023 12:00 PM
09/05/2023 ,,2.3800,0.0000,0.0000,0.0667,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.2,14.59,08/17/2023 12:00 PM
09/05/2023 ,,14.5900,0.0000,0.0000,0.00,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.2,14.59,08/17/2023 12:00 PM
09/05/2023 ,,2.3800,0.0000,0.0000,0.0667,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.1,14.59,08/17/2023 12:00 PM
09/05/2023 ,,14.5900,0.0000,0.0000,0.00,08/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101.1,14.59,08/17/2023 12:00 PM
09/04/2023 ,,1.9600,4.4800,0.0000,0.055,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
09/04/2023 ,,2.0000,4.4800,0.0000,0.0548,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
09/04/2023 ,,1.7000,4.3700,0.0000,0.0765,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
09/05/2023 ,,2.3000,4.4900,74.4000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
09/05/2023 ,,2.4000,3.4400,72.6000,0.0413,08/31/2023 08:00 AM,BBC Seltzer Base (7),BBC Seltz 23109,10.20,08/31/2023 12:00 PM
09/05/2023 ,,6.2000,4.4400,59.3000,0.0301,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/04/2023 ,,3.2000,3.3600,42.1000,0.0372,08/31/2023 08:00 AM,BBC Seltzer Base (7),BBC Seltz 23109,10.20,08/31/2023 12:00 PM
09/04/2023 ,,6.4000,4.1100,55.9000,0.0291,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/03/2023 ,,2.0000,4.3300,71.3000,0.0671,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
09/03/2023 ,,2.4000,4.4600,70.1000,0.0527,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
09/03/2023 ,,2.3000,4.5300,72.0000,0.0527,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
09/03/2023 ,,2.5000,4.3500,72.8000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
09/03/2023 ,,2.7500,0.0000,0.0000,0.0571,08/07/2023 08:00 AM,Oktoberfest,OKT 23095.1,13.20,08/07/2023 12:00 PM
09/03/2023 ,,13.2000,0.0000,0.0000,0.00,08/07/2023 08:00 AM,Oktoberfest,OKT 23095.1,13.20,08/07/2023 12:00 PM
09/01/2023 ,,11.4000,4.6900,52.4000,0.0021,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
09/01/2023 ,,9.7000,5.3600,72.3000,0.0028,08/31/2023 08:00 AM,BBC Seltzer Base (7),BBC Seltz 23109,10.20,08/31/2023 12:00 PM
09/01/2023 ,,2.3000,4.4000,70.1000,0.0655,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
09/01/2023 ,,2.5000,4.4900,70.8000,0.0516,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
09/01/2023 ,,2.6000,4.4500,69.4000,0.0512,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
09/01/2023 ,,3.6000,4.3300,72.6000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
09/01/2023 ,,0.8900,3.9500,0.0000,0.0621,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
09/01/2023 ,,3.6100,4.5700,0.0000,0.0755,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
08/31/2023 ,,11.8000,0.0000,0.0000,0.00,08/31/2023 08:00 AM,Italian Pils (7),IP 23108 Summit Sipper Italian Pils,11.80,08/31/2023 12:00 PM
08/31/2023 ,,2.7900,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.4,0.00,08/15/2023 12:00 PM
08/31/2023 ,,0.0000,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.4,0.00,08/15/2023 12:00 PM
08/30/2023 ,,1.8400,4.6200,0.0000,0.0711,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/29/2023 ,,1.8600,4.4000,0.0000,0.0507,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/31/2023 ,,2.5000,4.3700,68.1000,0.0645,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
08/31/2023 ,,8.4000,4.5200,72.1000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/31/2023 ,,3.8000,4.5700,71.7000,0.0741,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
08/31/2023 ,,2.9000,4.4000,69.3000,0.0496,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
08/31/2023 ,,3.0000,4.2600,68.6000,0.0491,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
08/30/2023 ,,13.3000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/30/2023 ,,13.2000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/30/2023 ,,12.7000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/30/2023 ,,2.7900,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.3,0.00,08/15/2023 12:00 PM
08/30/2023 ,,0.0000,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.3,0.00,08/15/2023 12:00 PM
08/30/2023 ,,12.7000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/30/2023 ,,2.7900,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.2,0.00,08/15/2023 12:00 PM
08/30/2023 ,,0.0000,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.2,0.00,08/15/2023 12:00 PM
08/30/2023 ,,4.9600,0.0000,0.0000,0.0624,08/07/2023 08:00 AM,Lemonade Sour (7),LEM 23094.1,14.40,08/07/2023 12:00 PM
08/30/2023 ,,14.4000,0.0000,0.0000,0.00,08/07/2023 08:00 AM,Lemonade Sour (7),LEM 23094.1,14.40,08/07/2023 12:00 PM
08/30/2023 ,,2.4000,4.5600,71.0000,0.0683,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/30/2023 ,,3.2000,4.4700,73.0000,0.0741,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
08/30/2023 ,,3.4000,4.2600,70.0000,0.0671,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
08/30/2023 ,,1.6000,3.9700,69.0000,0.0586,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
08/30/2023 ,,4.9000,4.3000,72.0000,0.0392,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
08/30/2023 ,,5.7000,4.3300,71.0000,0.035,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
08/29/2023 ,,13.1000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/29/2023 ,,9.2000,4.4700,71.5000,0.0164,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
08/29/2023 ,,9.0000,4.4700,72.0000,0.0164,08/28/2023 08:00 AM,Backyard Boogie,BOO 23106,12.00,08/28/2023 12:00 PM
08/29/2023 ,,2.7900,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.1,0.00,08/15/2023 12:00 PM
08/29/2023 ,,0.0000,0.0000,0.0000,0.00,08/15/2023 08:00 AM,Coastal Haze,COHZ 23099.1,0.00,08/15/2023 12:00 PM
08/29/2023 ,,13.2000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/29/2023 ,,13.0000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/29/2023 ,,13.0000,0.0000,0.0000,0.00,08/29/2023 08:00 AM,Coastal Haze,COHZ 23107,13.00,08/29/2023 12:00 PM
08/29/2023 ,,2.4000,3.9000,68.0000,0.0541,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
08/29/2023 ,,2.4000,4.7800,70.0000,0.0683,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/29/2023 ,,10.4000,4.4800,70.0000,0.0227,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
08/29/2023 ,,4.5000,4.4200,73.0000,0.0673,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
08/28/2023 ,,1.7200,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.2,0.00,07/20/2023 12:00 PM
08/28/2023 ,,0.0000,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.2,0.00,07/20/2023 12:00 PM
08/28/2023 ,,2.5000,4.6300,70.0000,0.0677,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/28/2023 ,,1.5000,4.4400,72.0000,0.0541,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
08/28/2023 ,,4.5000,4.4400,72.0000,0.0673,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
08/28/2023 ,,2.4000,4.3000,60.0000,0.0478,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/28/2023 ,,14.5000,4.7000,67.0000,0.00,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
08/28/2023 ,,14.5000,4.7000,67.0000,0.00,08/28/2023 08:00 AM,Bath Brewing IPA (7),BBA 23105,14.50,08/28/2023 12:00 PM
08/27/2023 ,,1.6000,4.4300,68.0000,0.0536,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
08/27/2023 ,,3.2000,4.6200,70.0000,0.0638,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/27/2023 ,,4.6000,4.3700,72.0000,0.0668,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
08/27/2023 ,,1.7200,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.1,0.00,07/20/2023 12:00 PM
08/27/2023 ,,0.0000,0.0000,0.0000,0.00,07/20/2023 08:00 AM,Staycationland,STAY 23086.1,0.00,07/20/2023 12:00 PM
08/25/2023 ,,1.3600,0.0000,0.0000,0.0477,08/08/2023 08:00 AM,Baxter Blueberry,BLU 23096.1,9.50,08/08/2023 12:00 PM
08/25/2023 ,,9.5000,0.0000,0.0000,0.00,08/08/2023 08:00 AM,Baxter Blueberry,BLU 23096.1,9.50,08/08/2023 12:00 PM
08/25/2023 ,,2.3800,4.6800,0.0000,0.0667,08/16/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101,14.59,08/16/2023 12:00 PM
08/25/2023 ,,1.9000,4.7100,0.0000,0.0931,08/11/2023 08:00 AM,Innuendo (7),INN 23098,18.90,08/11/2023 12:00 PM
08/25/2023 ,,13.8000,4.7100,73.2000,0.0172,08/24/2023 08:00 AM,Coastal Storm,COS 23104 Yeast prop,16.85,08/24/2023 12:00 PM
08/25/2023 ,,2.9000,4.3300,68.0000,0.0469,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
08/25/2023 ,,2.7000,4.5400,69.9000,0.0638,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/24/2023 ,,8.1000,4.6500,71.5000,0.0195,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
08/24/2023 ,,2.6000,4.7100,71.3000,0.0656,08/16/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101,14.59,08/16/2023 12:00 PM
08/24/2023 ,,2.5000,4.4800,71.2000,0.0638,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/23/2023 ,,1.7500,0.0000,0.0000,0.0655,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.4,13.99,08/10/2023 12:00 PM
08/23/2023 ,,13.9900,0.0000,0.0000,0.00,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.4,13.99,08/10/2023 12:00 PM
08/23/2023 ,,1.7500,0.0000,0.0000,0.0655,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.3,13.99,08/10/2023 12:00 PM
08/23/2023 ,,13.9900,0.0000,0.0000,0.00,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.3,13.99,08/10/2023 12:00 PM
08/23/2023 ,,7.0000,4.4400,69.2000,0.0403,08/21/2023 08:00 AM,Stowaway IPA 2.0,IPA 23102,14.39,08/21/2023 12:00 PM
08/23/2023 ,,11.7000,5.2000,67.0000,0.00,08/23/2023 08:00 AM,Jalapeno IPA (7),JAL 23103 (MANGO HAB) ,11.70,08/23/2023 12:00 PM
08/23/2023 ,,2.7900,4.5400,0.0000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/23/2023 ,,2.7000,4.7600,70.0000,0.0651,08/16/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101,14.59,08/16/2023 12:00 PM
08/23/2023 ,,2.5000,4.2600,60.0000,0.0472,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/23/2023 ,,3.2000,4.5300,71.0000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/23/2023 ,,13.9900,0.0000,0.0000,0.00,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.2,13.99,08/10/2023 12:00 PM
08/23/2023 ,,1.7500,0.0000,0.0000,0.0655,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.2,13.99,08/10/2023 12:00 PM
08/23/2023 ,,1.7500,0.0000,0.0000,0.0655,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.1,13.99,08/10/2023 12:00 PM
08/23/2023 ,,13.9900,0.0000,0.0000,0.00,08/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097.1,13.99,08/10/2023 12:00 PM
08/22/2023 ,,2.9000,4.5300,72.2000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/22/2023 ,,2.8000,4.7000,70.5000,0.0646,08/16/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101,14.59,08/16/2023 12:00 PM
08/22/2023 ,,2.2000,4.2200,62.8000,0.0472,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/22/2023 ,,-1.2600,0.0000,0.0000,0.0972,08/01/2023 08:00 AM,BBC Seltzer Base,BBC SELTZ 23091.1.1,9.00,08/01/2023 12:00 PM
08/22/2023 ,,9.0000,0.0000,0.0000,0.00,08/01/2023 08:00 AM,BBC Seltzer Base,BBC SELTZ 23091.1.1,9.00,08/01/2023 12:00 PM
08/20/2023 ,,2.7500,4.5100,0.0000,0.0571,08/07/2023 08:00 AM,Oktoberfest,OKT 23095,13.20,08/07/2023 12:00 PM
08/21/2023 ,,3.2000,4.4600,74.4000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/21/2023 ,,3.2000,4.6100,72.0000,0.0625,08/16/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101,14.59,08/16/2023 12:00 PM
08/21/2023 ,,3.6000,4.2600,63.9000,0.04,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/20/2023 ,,3.0000,4.7300,70.8800,0.0625,08/16/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101,14.59,08/16/2023 12:00 PM
08/20/2023 ,,3.2000,4.4400,73.4000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/20/2023 ,,4.4000,4.2400,56.6000,0.0358,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/20/2023 ,,-1.2600,0.0000,0.0000,0.0972,08/01/2023 08:00 AM,BBC Seltzer Base,BBC SELTZ 23091.1,9.00,08/01/2023 12:00 PM
08/20/2023 ,,9.0000,0.0000,0.0000,0.00,08/01/2023 08:00 AM,BBC Seltzer Base,BBC SELTZ 23091.1,9.00,08/01/2023 12:00 PM
08/20/2023 ,,2.4000,0.0000,0.0000,0.038,08/01/2023 08:00 AM,For the Love of Dogs (7),FLOD 23092.1,0.00,08/01/2023 12:00 PM
08/20/2023 ,,0.0000,0.0000,0.0000,0.00,08/01/2023 08:00 AM,For the Love of Dogs (7),FLOD 23092.1,0.00,08/01/2023 12:00 PM
08/18/2023 ,,3.2000,3.2000,71.2000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/18/2023 ,,2.2000,4.6000,70.7000,0.0916,08/11/2023 08:00 AM,Innuendo (7),INN 23098,18.90,08/11/2023 12:00 PM
08/18/2023 ,,14.6000,5.1300,73.0000,0.00,08/16/2023 08:00 AM,Stowaway IPA 2.0,IPA 23101,14.59,08/16/2023 12:00 PM
08/18/2023 ,,8.4000,4.5300,58.7000,0.0147,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/17/2023 ,,1.7500,4.7700,0.0000,0.0655,08/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097,13.99,08/09/2023 12:00 PM
08/17/2023 ,,2.1800,0.0000,0.0000,0.00,07/06/2023 08:00 AM,Staycationland,STAY 23078.4,0.00,07/06/2023 12:00 PM
08/17/2023 ,,0.0000,0.0000,0.0000,0.00,07/06/2023 08:00 AM,Staycationland,STAY 23078.4,0.00,07/06/2023 12:00 PM
08/17/2023 ,,2.7600,0.0000,0.0000,0.0812,07/31/2023 08:00 AM,Coastal Storm,COS 23090.1,17.70,07/31/2023 12:00 PM
08/17/2023 ,,17.7000,0.0000,0.0000,0.00,07/31/2023 08:00 AM,Coastal Storm,COS 23090.1,17.70,07/31/2023 12:00 PM
08/17/2023 ,,5.5000,4.4500,73.4000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/17/2023 ,,2.1000,4.5600,70.3000,0.0916,08/11/2023 08:00 AM,Innuendo (7),INN 23098,18.90,08/11/2023 12:00 PM
08/17/2023 ,,2.1000,4.7500,71.7000,0.0637,08/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097,13.99,08/09/2023 12:00 PM
08/17/2023 ,,10.1000,4.6300,60.6000,0.0055,08/16/2023 08:00 AM,Man Up Cancer,KP 23100,11.10,08/16/2023 12:00 PM
08/16/2023 ,,10.6000,4.7400,72.1000,0.00,08/14/2023 08:00 AM,Coastal Haze,COHZ 23099,13.00,08/14/2023 12:00 PM
08/16/2023 ,,2.6000,4.5600,69.1000,0.0891,08/11/2023 08:00 AM,Innuendo (7),INN 23098,18.90,08/11/2023 12:00 PM
08/16/2023 ,,2.3000,4.7200,70.8000,0.0626,08/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23097,13.99,08/09/2023 12:00 PM
08/16/2023 ,,3.4000,4.4700,63.0000,0.0536,08/07/2023 08:00 AM,Oktoberfest,OKT 23095,13.20,08/07/2023 12:00 PM
